text,labels
i did not say taht,1
so you interested?,1
it's ok don't worry about it,1
why is that kewl???,1
but is going to be after shool,1
i want to do everything with you  baby,1
you don't like my pics,1
are you  excite,1
there goin to vegas,1
was it up against you?,1
but you aching for one to be in you?(Oh yes big boy),1
" hey girl you  still will around???(Ah no. Not me, just some of my friends with the CID.)",1
like how i shave my legs n stuff,1
did you have a good new yeat,1
yeah with a freind from st louis,1
i heard its popular,1
so that is what i am saying when is that time to meet you we will come,1
i don't want to give it to you yet ok?,1
awww your  sweet,1
what time would be good,1
it would be nice to be in love or something,1
"no not yet,what up",1
what you  tell me in the lasy messages you  send me baby,1
you want me to eat you  out I can do that to,1
I work 7 3,1
i cudnt stand not havin one,1
gonna make it?,1
no because  you are wearing my fav color panties,1
treat you gentle,1
i don't know i don't know  the place you  do laugh,1
where do you want to meet,1
what are you gonna do,1
i will think about it k?,1
like after we meet like your  house or something,1
my youhoo has been all messed up lately,1
i guess your  not coming i think that sux that you acted all like you liked me and stuff,1
i'm gonna park on 13th and central,1
i will be online just let me know,1
i have a pink thong,1
kewl me to,1
sometimes and I do ones at there homes too,1
ty for telling me,1
you w feel sooo good,1
i just want to know you in perso,1
inside or out?,1
"a good massage,laugh,trust me",1
yes ( sad emoticon ),1
its a really cool house,1
i am excited laugh,1
i dunnno how id taste it laugh,1
across from what?,1
id take you to my apt and tach you you  be in heaven(A 51 yare old man drooling on a 13 yare old girl. Sounds like heaven to me. NOT!),1
we will you be back online to nite,1
if you  don't like what you see in person just let me know and i live,1
we can keep chatin and then i won't be nervous or anythin ok,1
she is goin sumwhere for business,1
you  just got nervouse,1
ok where is she going,1
may be i will cyou on later ok,1
goodnight mike i got to study now,1
ok baby we are going to do what ever you want too,1
the one by the zoo we could park and walk in unless you  want to go somewhere else,1
inside or outside your shirt?,1
there i am,1
i am here now,1
" so, you  never cum before",1
are you helpin your  freind still,1
"you  got it ry,thanks man",1
I was thinking like 10,1
what would you like me to do ?,1
58 min to your  place,1
i don't know yet,1
if you say yes no tyourning back(Even with an adult woman she is allowed to tyourn back you  fuckstick.),1
i am sure you can find time,1
where are u,1
i lay down,1
what street are you on,1
lotta love on your  bday,1
don't you remember,1
i'm so horny,1
i will do whatever you want to i guess,1
toud like that?,1
you won't call today,1
i don't want my mom to no,1
naw i don't know i was just cyourious,1
what about monday,1
you gonna be afraid to take it?,1
it's a one piece,1
if she is gone out of town then i don't havta worry,1
what do you think,1
your just a baby,1
my moms home and wehn she is not she has it forwerded to here cell,1
do you like to dance,1
I know that but I can visualize it can't I laugh,1
is that ok??,1
ever done it?,1
i was thinkin we cud meet at *edited* mall at around 11 or 11 30,1
" nuthin, that is what i do sometimes (We're going to give hi am the benefit of the doubt and assume he means with people who are of the age of consent here. k?)",1
yeah no one would see,1
wats your  hyourry,1
supposed to swallow it,1
omg i can't beleive we keep missin each other,1
cause when you  get to know me more i am we will lick you  you  don't have to do what you  did with that little kid ok sexy,1
some phones they don't have a call back #,1
this is kewl right theres no trouble (Havin' you  arrested? No trouble at all.),1
that made it sexieare laugh,1
what is close to you,1
i hope i won't be to embarrased,1
so tell me something about u,1
ok so i have to go to mapquest to see if I can find it,1
werent you gonna help me with that,1
k well I got to go and take a showere now,1
but see its friday,1
you get on and move up n down it really slow,1
omg i promise,1
" ok i will plan it,if you  decide not to,just call me ok(Well then, the meet for a naked massage is planned,let's see what else oyour  friend Dan here has on his mind,)",1
don't go away,1
maybe you  were afraid about getting one,1
my gramma gave me a calling card,1
well if it matters to you  then we can't talk anymore   so does it ?,1
are you a virgin?,1
maybe I would poyour  some flovered lotion over your nipples,1
hot sweaty and in heaven,1
oh ok good so what are you gonna wear,1
where are you  located,1
did not you  say you  give a guy a blow job,1
waht about tues,1
you throw them away,1
did you push it onto your pussy?,1
i can't wait,1
what you want to do?,1
"but then,(Hang on. Looking for a way around that?)",1
want to call me?,1
" you  want to be my gf (Goodness. That didn't take long, did it?)",1
I would never,1
it ask for a password to view othere pic,1
when I do a massage I try not to be too serious,1
you  have any pic that shows your butt,1
kewl i like trunks,1
no I don't care   age is just a number   if you  can have fun with someone and you  can laugh and feel good togethere then what does it matter ( He's forto. She's 13. He doesn't care),1
if we do it once it may be alot,1
whatcha doing later?,1
don't get to excited,1
we will that help? laugh,1
i should be done in a little bit,1
woud you  be able to get out,1
just out of cyouriosity and I know I shouldent ask but are you  still will a virgin???(If you  are counting that would be for minutes.),1
you're not going to set me up are you,1
did not you save them from yesterday?,1
she is gonna use here bf,1
did you feel his cock?,1
just ate pizza,1
ok well this time i am going to do it to you so you  know what does it feel like ok,1
are you going to give me your # if i get lost i can call u,1
hey mike can i ask you a questoni,1
i guess so,1
" my little slut laugh(Okay, I'm not the smoothest of talkers, but I'm pretty sure this is one line to avoid)",1
did not know that,1
would you want to keep doing it?,1
hey sorry I had to go get my camera out of my truck,1
where in flagler,1
the neighbers would wonder what i am doin,1
were you wet?,1
we will i get in trouble?,1
at 13 you would be,1
that is not to nice that is like to times now,1
you will have to find me because i don't know what your  wearin or what you look like,1
is that the truth?,1
and be like relly old or something,1
*edited link with HIS ADDRESS IN!!!*,1
i only see that one,1
ok now I poyoured my heart out to you  laugh ( That's what's in his heart? That's seriously fucked up. ),1
we both use this computer she is magicfingez and you  know who I am,1
laugh i am nuthin specail,1
thinking about what?,1
but be gentle on me ok,1
for me to lick your pussy,1
you would freeze would not you?,1
but its kinda embarasing,1
" gettin in troiuble (Should have heeded your paranoia, man.)",1
gray shorts and a tank,1
no this is differnet,1
anyways if i'm not online call me 310 9to3 8191 ok? (Got it.),1
would you like that,1
think you will want to run?,1
what are you gonna do,1
shorts and a tank,1
what you doing now???,1
yeah or maybe take you  to the park or someplace quite and do it there for you,1
and what would we do,1
omg now I am really nervous laugh,1
to000 Honda Accord EX,1
i am just gonna be sittin at a table by *edited*. may be come up to me and say hi sami the mommys brat,1
omg your  hot,1
good i am glad,1
you said you cud mail one,1
you been to L.A.?,1
are you still will there?,1
i don't need to lye i am 3for,1
i did not no what you ment,1
only hurts at the beginning',1
your not a cop or you  are not going to call the cos right,1
hey i am getting off now,1
you  are here for your massage and I gently remove your top,1
on the left sweety,1
we just going to meet that it,1
do you want to get laid?,1
not ti will tomorrow,1
did not do anything else???,1
sure that is fine,1
well go its ok,1
cause i can get in trouble,1
what part of la you at?,1
i gtog do you want me to come on later,1
you shud tell me what your  wearing,1
and what if i cum?,1
yes I can,1
i havent wieghed myself lately,1
ups sorry do you want to feel it all the way inside your pussy,1
that is ok baby,1
ok i got it do,1
are you  horny???,1
i don't need no baby laugh,1
are you excited?,1
could you deal with that?,1
do you  like lotion or baby oil,1
what else are you wearing,1
no you tell me,1
she is leaving on jan 6,1
they go vegas oftgen?,1
i am back baby,1
no bad calls yet did you  like it when she kiss't you,1
so say nuttin,1
there in bed,1
" I don't know maybe you  are not who you say you are ( Yeah, just maybe! And that would be bad, because  he really wants me to be the innocent 13 year old girl I've portrayed. )",1
what last message,1
but they won't be gone that long,1
"have you ever given a guy,",1
which is the easiest?,1
she is looking out for you,1
what are you  wearing,1
i'm not sure how long the drive is,1
you want the addy and google it to see?,1
can I take pics???,1
your  bday valentines day,1
may be its mine then,1
I am forto from bridgeport,1
where we going to make out at???,1
bfs cell if she needs one,1
want to go to my apt and get laid?,1
when you be embarrased to get naked in front of me?(you  really don't want to seethat. I could stand to lose a few pounds),1
just tell me when you want to do it,1
so are you saying yes?,1
what are you  white or hispanic,1
so i guess its hispanic huh,1
like 96 lbs,1
i miss it,1
let me borrow,1
you can use it if you want,1
i don't know where all is there,1
who pick you up from school,1
legs wide apart,1
yeah i think,1
how about today???,1
i am very sure,1
ok she has to live early cause the traffic,1
but does she want to take that action,1
" won't get in trouble we will i?(Yes, you  will)",1
got any boyfriend's who want to give it to you?,1
ok what about if i see you after school thyourday,1
so what time do you want me to call you tomorrow?,1
i'm sure they will,1
why you don't know  yet,1
yeah but its kinda small,1
maybe you will,1
to who do you  want to lose it to???,1
oh no is he ok,1
i hope your  not playin me and you relly no who i am,1
so most likely its a go right? (Molestation for tonight! Check! Tyourns out that day was really really really really busy for us. Like we were busy breaking records that day. He couldn't make it.),1
i might come on later we will you be online?,1
if you do i win,1
laugh i think id no(heh),1
I can tell laugh,1
well i don't know ,1
well i am sorry if i offended you,1
i know but like where you  want me to lick you  with my tounge ring,1
just chillin for now,1
i don't want to mess up,1
can't drag me up there and then say no(See above),1
ok mike i am gonna go ahead and go to the mall and i hope you will be there!!!!,1
" ok so they never pop you  pussy before(Oh, that's just lovely talk to a 13 year old, huh?)",1
sounds good to me and I never lie you  get nowhere by doing that,1
you just go around the right side of the house,1
where is dad???,1
"laugh,,i would feel awkward in that store",1
yeah i love it,1
i hope i am,1
i would of,1
i can call u,1
so what you  going to do today,1
i am sorry i did not go but my son was in the hospital ok,1
i can't hang on to long right now,1
you we will  even like it,1
no not for me,1
do you really?,1
so the guy did not like it when you give hi am head,1
give you  a nice ass rub,1
you  want to call me,1
i will see you  around to,1
what is your  freind doing that your  helpin,1
ok give me a minute or two laugh,1
sure why not,1
naw you feel great,1
how you think you will feel when it goes in?,1
what is your name,1
but are you interested?,1
some guy 35 we will be laying u,1
cause i we will tell you  what i am going to wear and what i am driving,1
want me to get rubbers?(Intent?),1
can you email me some?,1
i want to ask you  something,1
what do you want,1
not a good idea,1
"cool,i will see if your on friday,maybe you  can come to my hotel room",1
i don't mind,1
that is when you  bend over like a dog and i go behind,1
what are the choices laugh,1
well it is a natyoural thing I can't help it ( tongue sticking out emoticon ),1
heres what happens(Let me get my notepad),1
so you  can se that all i want to do is make you happy,1
how far was it?,1
you are just to sweeet!,1
cyou later mebbe,1
i was peekin,1
I smile at you  and have you  lay face down,1
you  like that,1
I would love to take some photos of you  sometime,1
do you  shave you  legs yet???,1
but you got to promis never ever never to tell nobody,1
so where you want to meet?,1
i will map quest your address tommorow,1
what would you  like to do,1
$10(I guess I owe hi am $10),1
well i wwas wonderin about your  tongue peirce thing,1
i don't know i never done it,1
" well y should I explain anything to you  if you  think I am stupid ( Yes, why? Why don't you  go the fuck away? WHY?)",1
no i don't,1
then use my tongue and lick it all up,1
you I was jail bate,1
hold on i will be back,1
i want to talk to you more laugh,1
have any bannanas?(I've been doing this too long. I saw this one coming. Wasn't sure what vegatable or fruit he would pick. Just knew one was coming),1
hi (Always nice when they begin so innocuously),1
what would you  want me to do to you,1
no its a cell,1
i don't get it,1
just in case I shave there so its not hary,1
are you  feeling sexy today,1
my moms leaving in jan,1
have you  dated a black guy before,1
so do you  still will want a massage,1
sure they do,1
that's ok I waited for you  for a little while then I went to bed it was past my bedtime too laugh,1
sorry friend wanted computer,1
good to talk to u,1
i we will be dreaming of you  all night now laugh,1
you need to come around back to the slidin glass door in the back ok,1
it's fun isn't it,1
try to tell me wehn you will be on and i will try to be here,1
laugh i am excited can you tell,1
"i have to showere still,and i think your like a good hoyour  away,so like 9",1
you can try and if i don't like it we will you stop,1
is your mom home with you  now,1
aslong as you  promice not to get me into trouble,1
I'd rather you feel excited laugh,1
that leaves it pretty open laugh,1
oh i will be at school so i won't be on til later,1
just off the freeway??,1
yes tell me what do you want to do baby,1
i did a blowjob with my ex,1
so i can no you better,1
bored you know,1
yes and have my hand between your legs,1
"I did not say that but the youngeare girls go for the older guys for that reason, see you  girls matyoure fasteare than guys do so you  girls go for that",1
nice warm lotion all over your body,1
"your because  won't come over,where does he live",1
when do you  want to get married???,1
just go and enjoy your  movie and then we'll hool up after that,1
don't tell me scrabble (Doesn't want to play scrabble. Got it.),1
i got to do good on my tests and i don want to get in trouble,1
what is your  number again?,1
i ges i will go,1
your  relly nice,1
CAN I GET your NUMBER,1
what time mom get off today,1
" nah, just to a cuty like u",1
don't you want a 16 yare old instead?,1
which one you like?,1
i hope this is not a set up,1
nice to meet you,1
you see my pic?,1
and the texaco gas station,1
yes did you get mine to,1
she like it?,1
i will try to be here for a while to see if your  here,1
y would i want to wait outside,1
yes i did,1
"I am harmless you  know that right ( Trying to gain here trust, )",1
if your  e worried about that you best not,1
do you  kiss,1
c you later,1
i am not goin to take a chance when she is gonna be gone soon anyway,1
" Ray (Ahh, the ol' 'use the middle name' trick.)",1
i can next week i promis,1
what you want???,1
how was your  day?,1
your  prettty cool,1
but my mind is on you,1
are you going to wear a thong or what are you  going to wear undeare your pants,1
i just want to do what you wnat to,1
"i just wanted to see your pic,do you  really want to see mine",1
well i have to go sexy,1
laugh noone does that,1
I unshap your bra and let it fall to the floor,1
i'm ok with that,1
I did the sound and lights for most of the school plays,1
outside front door,1
its going to be thyourday after school,1
we got a jacbecause zi to,1
laugh what time?,1
what you play?,1
probably we will then,1
no problem going to my apartment?,1
so the neighbors don't se,1
hey does that tongue thing ever fall out,1
can find it,1
" they have victoria secrets for girls , sexie lingerie , don't you  think they wear that stuff for theiare guys to see ?? ( No matter how many times I insist I don't want to talk about it, he counters with why it's acceptable and even normal to do so. )",1
you would want to never stop,1
HOW OLD RU,1
so do you want it?(Have you  arrested and posted on PeeJ? That's an affirmative!),1
" good morning (Yeah, there's a bit of a time zone difference, what can I say?)",1
but like i say i can send you one if you  want(makes me wonder if this ploy has ever worked before. *sighs),1
are you there,1
"ok cool ryoun,.yeah",1
so how are we going to do this on friday sexy,1
it's all good,1
i don't know if i can but i will see,1
hehe your  funny,1
when you asked me about *edited* bein a st or ave what did you mean,1
i can tell these things,1
so dad sends me calling cardz hehehe,1
besides your 15,1
what you doing?,1
" is it all shave(well, you  knew that was coming, didn't you?)",1
OH SO you did not GET DIRTY ON CAM,1
mike where are u,1
yes or no,1
i try to be,1
how long have you been here,1
the 1for year old???,1
lemme see what i can do,1
cause you sound like a cool girl to kick it with,1
because i am not good at directinos laugh,1
or webcam or something,1
sorry dude i want to suck you off but not in your  house,1
i think that is soooo hot,1
i am not sayin it,1
" it says an hoyour  and 1to minutes ( In case there are any doubters out there, the stupid fuck made a map. Can you  say ""intent""?)",1
i think you would like it,1
its freakin hot,1
your  e gonna do fine laugh,1
does that tyourn you off?,1
at least you  can be looking out the window,1
being alone would be fun in there,1
may be a little,1
hot outside huh?,1
don't do that pls,1
hold on one sec,1
how many to get drunk?,1
youhoo keeps kicking me off,1
have you ever been with a guy before,1
only girls pussies ive tasted,1
NICE you HAVE ANY NAKED ONES (We're 8 mins into the conversation.),1
yes i im,1
i got booted again,1
" does that tyourn you on? (Yeah, it tyourns the kid on that he looks older than he says he is. I hope that feeling lasts awhile, bucko!)",1
so are you ready for me on friday sexy,1
i love that,1
alot or a little?,1
lets do something mthen,1
jeans shorts white tank,1
your  not there,1
so we cud do more than just you coming over one nite,1
i am kinda tired and a little crabby,1
why would i want to call u,1
i won't give you  one,1
sorry i wasnt on much yesterdsay i don't know how much i can be here today and tomorroow,1
see you soon,1
you want to or not?,1
then were even,1
what does that mean,1
i miss you,1
you  should wait,1
but you  would make out with me???,1
by the **EDIT**,1
that is not to bad,1
dream come true,1
i wish you  were here,1
Were you  wasted?,1
because  I tool a 1for year olds away when I was 19(Sigh.),1
you  go first,1
but what if sumone needs to get ahold of u,1
yeah remember now?,1
I want you  all to myself,1
get up earlier,1
too old for you? (Yep. you  should know that though.),1
so that don't mean anything,1
just think little jen is gonna get it laugh,1
so where your  boyfriend?,1
may be that cud work,1
we will see you  tomorrow ??,1
ok i won't answer then,1
" well no, there were othere questions to follow but you  are being mean to me for no reason I don't mean to be mean to you  ( Yep, I was mean, yet, he persists, )",1
i we will see you  at the mall ok baby green jacket you say and blue jeans i look for you,1
you  should wait until you're married,1
maybe play with it,1
" yeah, but i wish i could have waited",1
but a can mail you  one if you  want to your house,1
a freinds mom,1
for food for when she is gon,1
is it definite?,1
what kind of swim suit we will you  have,1
fightng game or something?,1
what about your  mom,1
so what are you  saying there???,1
y do you keep sayin that,1
ok good night love,1
best buy is there and it was a mcdonalds playhouse it said,1
5'8 and weight 165,1
why is that,1
meet where? do what?,1
taking the dare huh laugh,1
are you safe to meet?,1
laugh you were,1
can I cum in your mouth???,1
if it we will get you  caught,1
I hope so if I don't get called out,1
I am getting hard just thinking about it ( blushing emoticon ),1
meet me at the corner of 13th and central,1
i was gonna call you but you came online,1
still will got my number?,1
can't wait huh,1
awwww we can't make it early,1
but you say that only your mom was living,1
i can try for that,1
"laugh,i will pick you  up",1
oh wow how come he don't live wif you,1
yea i gess,1
hey what is your  address so i can use mapquest,1
" oh, i see",1
you so you want me to stick that in you???,1
who alse is going to be there when she is gone,1
so when i get in it won't be so tight,1
some she did the back and here mom's breasts,1
you want to do,1
well you are the one who has to tell me where you want it,1
can you bring like beeare or somthing? laugh,1
what ever you  want,1
hi baby i hope you  had a wonderfyou will christmas i love you  and i can wait to meet you baby,1
what do you mean?,1
so how can you live without a phone laugh,1
" why me and not some 15 yare old?(The question is, why do you  want to fuck a 13 yare old girl?)",1
no i got to c u,1
i won't bore you,1
what do you think you want to do,1
so i go on the 15 fwy and where do i get off sexy,1
for us to do,1
your  the guy,1
" whatda think? to old?(Yes, and that pic was around 15 years old)",1
so what your  address?,1
would love to give you  a massage,1
no i am NOT!(see above),1
I'm just kiddin with you (clown emoticon),1
so what are you gonna wear undeare your pants ????? ( big grin emoticon ),1
are you  tight,1
i don't think i want to tell you were i live yet i think may be we can meet sumwhere or something just to be safe ok,1
when you  go back,1
how are you,1
is that kewl,1
talk to me,1
there you are!,1
would you relly do that for me,1
tell me I can show it to you,1
i probably won't be on,1
are you gonna bring condoms because i don't wnat to get preg is that ok,1
i love you mike i hope you are online later tonight because i can't get online in the mornin because i have a dare appt and my mom we will probably just drop me off at the mall,1
are you  ready for this weekend,1
where were you?,1
have you  ever made out with anyone before???,1
how old are the guys?,1
gettin wet thinking about it?,1
i will check bak later to see if your  on ok,1
15 th north,1
won't be afraid?,1
hey you there?,1
I was at mcdonalds,1
you did not seem like you did not watn to yesterday so i don't know  what is going on,1
ohhh am I gonna get to see them ( blushing emoticon ),1
what did you do?,1
i will watch for u,1
what time what store?,1
that is why we are going to know,1
i work and i like to do lots of things for fun,1
i love those,1
" would i get in trouble if i did you?(Yes you  would. Hell, you  got in trouble for trying)",1
no i don't think so,1
you  are maybe 10 min away from me,1
oyour  big day is close,1
but i could be if i met u(Luckily it was me you  met and several of my friends. But I get ahead of myself),1
on no drama I did the sets for them,1
"L.A. county, Garbage Man (He was lying here)",1
" that is fine with me,,.",1
sorry about that my mom walked in laugh,1
i don't relly no laugh,1
i we will  be gentle,1
yeah i guess so,1
"I am not your age, you  would probaly get me in trouble(No see you  got you  in trouble.)",1
so now that i gave you  a sex education class laugh ( What can I even say to that? It speaks for itself ),1
there a wlagreens nearby?,1
is it a house or appt,1
you  are not,1
were your hands in his pants?,1
i guess i can try,1
I know you are sexxxxy now laugh,1
well if you new the number may be i cud call you on that,1
about a month,1
i we will  bring it,1
i can't wait til friday eithere laugh,1
ok i am just checkin,1
when you want me too,1
probably hug you i gess,1
or at the pool dyouring the day,1
if you  wanted to,1
i want right in when we get to the house,1
and that is hartford?,1
mike wehere are u,1
why are you confused,1
tell me sat,1
hope its with me,1
let me put it to you  this way,1
" kinda big, not real skinny or anything",1
don't you remember what i look like?,1
what is the link,1
yeah i was doing errands,1
who else are you  talking too,1
i think i know,1
kinda warm today huh (It actually was really nice weathere that winter. I'd just gotten back from there.),1
but I am way older,1
your house does it has like plants or something,1
just your  pic,1
i promis you that,1
or i want to give one,1
my tongue up inside you,1
would you like to do that one day,1
i wish i knew what you looked liek,1
i can't stay online to long my mom wants me to be with them for a while,1
" yeah, i we will bring them",1
meet me on the beach (And he wants to meet. What a fuck o.),1
just the addy works,1
i just never see this girl online,1
can i call you now?,1
hey sexy i hope that you  don't think to much so we can meet before your mom goes out of town i love you  and i am looking forward to meet you and also kiss you if you  let me,1
I think I know where that is at,1
you  have my number   you  can call me anytime k ( clown emoticon ),1
" can i ask you  a personal question(Yep. you  knew this was coming, didn't you?)",1
do you PROMISE,1
can i call you,1
nuthin you seem more matyoure than that (Groomeare groomer!),1
so are you,1
"depends on the mood you  know,i usually do when i have my people tyourn over",1
i need some pics,1
i am afraid my mom we will catch me,1
the girls would love it,1
hey I gata go for a min i will talk to you  later,1
omg that is a long link,1
ask for sami,1
" marc(Actually it's Bill, but he goes by Marc for some reason)",1
would you stop if i di,1
no i am not,1
i am to scared to get caught,1
on so I can talk dirty to you???,1
gonna call me?,1
can I pick a color?,1
then i will have time to take a showere n stuff,1
i don't any more,1
hang you  ever played with it,1
you are kewl,1
" we could be very alone(That statement ""very"" gave me a shudder)",1
who you like more me or the dog?,1
i am sorry sexy,1
i still will wouldn't be able to see you,1
you would want more,1
so you don't have a gf?,1
yeah i know how to do that,1
want to know what its really like?(Tips from Marc/Bill),1
i am single baby i told you,1
you  want me to come by tomorrow,1
how was your day,1
" if i took your jeans off you would probably freak(No, you  would. I'm packing man junk)",1
don't stand me up,1
not much but its thyere,1
i hate those speedoes laugh,1
how has your night been??,1
but i we will  be back on later,1
weh she is gone you mean,1
we will you be on at nite at all,1
probably hug u,1
well you got to tell me where they are since i don't know i gess.,1
wats that like,1
ok what is the plan repeat it,1
we used to live in kirkwood,1
ok love you  baby be good and keep your pussy just for me baby,1
your  so easy,1
you  could have been wearing just plain white laugh ( Oh that's comforting. Sick. Mother. Fucker. ),1
how about you get in and we find a place,1
that is how i no they we will call,1
i am sure i won't hear from you then,1
i am arent i?,1
i think its perfec how it is now ok,1
you i remember,1
maybe eat you  out there,1
" so, when we will you  call again",1
here and here bf,1
hi sexy i am sorry but i just got your messages today hay baby what color of care your mom drives,1
my mom was yellin at me sorry i had to go so quik,1
freak me baby,1
depends on how long it takes u,1
just got to be honest with me,1
then I would stop,1
what is up wid tonight?,1
i don't know not really,1
maybe some sexy ones,1
so i no who you r,1
would you really,1
guess your  e gonna get it then,1
the ladies are and its a good work out for me and my hands,1
no not yete,1
ok if you  want we can like meet in a store,1
like i say where in riverside you live and i can tell you where we going to go if you tell me like where you live,1
you want to see my man hood???(If you  want to see it join us in FU.),1
we can drink if you want (Plying here with alcohol. Good job! Way to be an upstanding citizen!),1
i am surprised you want to come over,1
i love to pain,1
ok kewl or early tomorrow,1
well how would i no its you then,1
so I was bad,1
my mom wants me to do some stuff for her,1
WERE you TAKING your CLOTHS OFF For PEOPLE (No Dennis. I'm a freakin kid.),1
so are you thinking tomorrow or sat?,1
yes we will,1
i don't want you to do somethin you don't wnat to,1
meebe you to,1
but you do look good,1
OK you HAVE SEX AT 13 (he obviously knows my age)That took 1 minute and 10 seconds),1
laugh i bet,1
i am lonely(A charming fella like you are self? I'm at a lost for words.),1
you can email me tho,1
aww me to,1
who do i ask when i get there baby,1
laugh i wish,1
do you  get horny alot,1
are you still will ther,1
i am not home,1
you we will look good on top of me,1
i was all excited for today instead,1
you  like to do photo share,1
does your mom bring guys home,1
and does he like you???,1
would you  like to see that sometime,1
yes i think so,1
"i want you  to see how tight your p,.y is",1
let me know if i can meet you before,1
well you got to tell me something about your  self,1
and your neighbhors they are not going to know when i get there,1
you probably won't show up huh,1
" 50 DOLLARS For 15 MINS WORTH HEAD WHERE you want to MEET (to1 minutes and you're already getting pushy, Dennis. What is this world coming to!)",1
" ok ok, just do property management stuff (I am thinking he means landscaping here, since he's outside so much.)",1
i am pretty open about what ever,1
ever come close?,1
where do you live,1
ok let me explain something to you  if you  want me to that is,1
everybody else what?,1
you  want to try that,1
to finally meet u,1
would you  let me strip you  naked for your massage ( At this time I placed a phone call to the nc3tf ),1
well have fun,1
i have to figure out how to do that,1
ok i will mail,1
" so ""if"" they do go what activities do you  have planned?",1
i tell you what i waer,1
are your nipples hard,1
well i am not suree since i never had oral bfor,1
it reminds me of my jare high years when I was on stage crew and i got to wear black,1
your  gonna get me in trouble,1
what you got on?,1
i would be considered that yeah(Maybe because  it would be!),1
you sure don't soun;d like any guys ive met bfor,1
no i don't,1
so you don't think i am to young?,1
i'm say it,1
you lookin good then eh?,1
you don't have one too,1
I we will teach you,1
or you  want me to do it for you(ugh again),1
want to make out???,1
do you  live in the booneys,1
i don't know i guess so,1
did he get em off?,1
when we meeting?,1
what your address,1
you  we will  just be sitting around the house bored,1
but you  we will have to get up early so we have time,1
that is your house right,1
once you get good and wet it slides in nice,1
would not you like 8 inche is in you?,1
you  would get me in trouble that is what I was asking???,1
may be i will cyou on later,1
you want to see me???,1
oh so just one day?,1
i think you're a sweet young lady,1
" I would feel your pussy ( sorry ) through your panties cause they would feel so good before I did anything else ( So suddenly he means her, with him. That was quick )",1
yeah i do!,1
is it dig?,1
ok what time is she living,1
nah your  not dumb   your  cute ( tongue sticking out emoticon ),1
i need to think about it i will probably tell you tomorrow if i want to ok,1
i love you >,1
want you to be sure,1
so talking to me is gonna prove i am not laugh,1
"may pal works over at the gas station so yeah,.",1
if somone else had an emergensy,1
" oh, i work othere than that, nuthin spectacular",1
let you  stroke my hard cock,1
I even showed here how on some places,1
did you feel it with your hand?,1
are you back now,1
i had steped away,1
no you know what i am talking about,1
the pleasure it would bring wow,1
how do you think you will feel?,1
i got a pink to piece,1
like a emergensy or something,1
" your  e hot that is y(Ok, she's cute. Nothing special, but not ugly. But hot to a 51 yare old man?)",1
I have to be in at 7,1
but you wudnt no,1
all my freinds in st louis already did it,1
hi baby i hope you  get all my message ok love you  mike,1
i hope that aint bad,1
camo on just say it don't be shy,1
" I mean I am not some nutcase out here in cyberland laugh ( No, not one of THOSE guys, of course not )",1
yeah but i am 35 gonna bothere you?,1
why are you scared,1
would you  like me to call you,1
what would you like me too do to u,1
somone willing to take it???,1
really ?????????? wow,1
don't waeare underwear,1
it is a syourprise you  can always take it off,1
rather i do it?,1
it sent email,1
that we will help me determine how tight you  are,1
or would you stop you are self,1
then you will be getting it,1
i like playing madden,1
how was your day baby doll,1
" but i am not(Let's let the readers decide. Oh yea, and the police, judge and jyoury of your peers)",1
ok what next year,1
no to oily,1
i know where that is,1
ok i am back,1
would you  or have you  ever wanted to?,1
in the morn,1
are you  good,1
you dressed now?,1
once you do it you want to do it every day,1
i gtog or i am gonna get in trouble,1
i need to no where we would go,1
no i wish,1
got a call and had to go do a massage,1
" you WANT TO MEET (Yeppers. There it is. you  just sealed your fate, bucko)",1
because you cud probably come over here when she is gone,1
i need to no what you look like,1
i am not that young,1
you  make my heart melt,1
" i don't think you're parents would care for that(testing, testing,.)",1
do you like to swim?,1
you live in tacoma???,1
nice I love long hair on a girl,1
I have brown hair and eyes laugh I am 6ft tall 195 and a musculaare build,1
cause i am going to ask for you  and give you  a kiss,1
gonna learn to suck a dik?,1
give me your adrress baby,1
i miss you and i luv you to,1
i mean you seem real nice,1
i might have confused you with my name laugh,1
name and last name,1
you should for me its funner,1
my place a motel the park,1
" ok if I was gonna have sex with a girl and let's say that we kissed and all that and then she let me take here pants off and she was wearing ( blue ) panties laugh I would say wow nice panties and that would make me crazzzzy so I would continue to touch them , kiss them all over before i took them off and continued , so the color and type of panties you wear makes a guy nuts that is what I am trying to tell you  , so next time you  put a paiare on you  can thin about that k ( Great god almighty.)",1
how does the guys yyou meet talk?,1
I still will want to meet you,1
I want what you  want,1
because of my tests n stuff,1
that is a strap on,1
or remove them instead,1
so is there anything else you want to no about me,1
give me a sec,1
i bet your  hot,1
when are your parents leaven,1
"that depends on you,if you  want me to be i will",1
what would you  like for me today,1
a girl did?,1
they do it alot?,1
ok try not to call unless your  lost so i don't have to explain your  number on teh callerid,1
sure if you want me to,1
omg you  told me wow ( tongue sticking out emoticon ),1
still will try to leave me an offline if you can tonight,1
that is messed up,1
are you  naked,1
id be a child molester(Yes Marc/Bi will you  are),1
awww how come ?,1
i know but we are going to get to know right,1
so why can we meet like that you tell me if you like what you see baby,1
I can do that,1
when i get what ever uyou want to meet,1
at 7 right because i might be in the showere before that,1
" k, i we will  call in a sec",1
