text,labels
if i remember correctly you have given a guy head right?,1
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0
" ok ok, just do property management stuff (I am thinking he means landscaping here, since he's outside so much.)",1
S now only i took tablets . Reaction morning only.,0
a cute and nice and freaky gf,1
cause i want to meet you  that is why,1
Honey boo I'm missing u.,0
Thomas Jane as The Punisher. I can't wait to see the next one.    But Bale was awesome as well as Bruce Wayne/Batman. I can't wait to see him add some more layers in the next film.,0
"  Yes, there should be warnings about that.",0
do you want to see me jerk off?,1
are we gonna go to your  room,1
so how come you want to meet me so bad,1
Eat at old airport road... But now 630 oredi... Got a lot of pple...,0
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0
if you were,1
hehehe your  right,1
i am sure baby,1
if i invited you  over would they let you  go,1
its just i could go to jail if we did anything and someone found out,1
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",0
Wa... U so efficient... Gee... Thanx...,0
just to people hangin out watching a movie ,1
" you  won't baby, do you  want to fuck all weekend though",1
see you soon,1
shed ki will me,1
" so, are you  ready",1
  And a lesson in coding.,0
your really cute,1
do you miss me?,1
ok where you want it,1
i would not want anyone seeing my naked ass laugh,1
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,0
just to see you  not to show anything only if you  wanted to,1
Yep then is fine 7.30 or 8.30 for ice age.,0
but you don't seem to care so I don't think it would be worth it ,1
or you  can call me,1
" well sweetie, I'd love to chat, but I got to work for now.",1
you have a dildo,1
wats that like,1
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0
that i'm coming over,1
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0
i could get in real trouble,1
  I'll refer you to my explanation. taxation has been a bit murky in the UK with whitehall for decades fleecing Scotland whilst perpetrating the myth that Scotland scrounges off the rich south.,0
have you  let a guy lick your pussy?,1
i won't bore you,1
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0
"  That was my suggesion too. If everyone would grow some nuts and vote for who they like best, as opposed to the lesser of 2 evils, things might change. People are afraid to ""waste their vote"", which keeps the Democrats/Republicans in power. IMO, a vote for either major party at this point is a wasted vote, at least in the Presidential race. Of course, there isn't much for 3rd chouces either, but at least it sends a message.",0
chat and maybe sex,1
what we will you wear when i walk when,1
Roger that. WeÛ÷re probably going to rem in about 20,0
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,0
your  really cute but your  13,1
I donno if they are scorable,0
yes i think so,1
do you want to lose your virginity???,1
Dhoni have luck to win some big title.so we will win:),0
Memento,0
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0
by meeting u,1
What happen dear. Why you silent. I am tensed,0
i left august of to000,1
i keep you warm,1
you  like to do photo share,1
would you  get naked and show me,1
when i see u,1
ok mike i am gonna go ahead and go to the mall and i hope you will be there!!!!,1
"Crap, Tomorrow ? What time ? I have a 7:08 tee time.",0
  Hahaha. It's not very exclusive when details are released on the internet where I found them.  Google search of Crank 2.,0
"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
how old was the guy she got pregnant by,1
cause of your  age,1
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0
you can play wid my joystick ,1
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0
you  ever seen a guy naked,1
yes if you  want me to,1
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0
almost did a few times,1
Y so late but i need to go n get da laptop...,0
 and  picking them up from various points,0
what else you got planned?,1
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0
pulp fiction.,0
so i guess i won't no if your  80 until i see you,1
They did't play one day last year know even though they have very good team.. Like india.,0
and you  don't have to worry about that,1
LOLz at smart people won.,0
not someone like you,1
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0
LOL ... Have you made plans for new years?,0
i will fingeare em tomorrow,1
"Gosh that , what a pain. Spose I better come then.",0
if you  wanted to,1
Huh y lei...,0
I.ll get there tomorrow and send it to you,0
what do you wear to bed,1
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0
The devil rides out or Whitchfinder general,0
"  Maybe everything is just evening out, then. A few weeks ago I paid $4.79 a gallon at the gas station by my house and yesterday I paid $4.53 a gallon at the same place. And I noticed at some places downtown it was even ten cents cheaper.",0
Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,0
come on look at you,1
do you have a kid or somthing?,1
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
then i we will bend down to lick your  pussy,1
what does it depend on?,1
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0
why did you  move here from st louis?,1
my cock is not BIG,1
"i just wanted to see your pic,do you  really want to see mine",1
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0
well if i find a bitchy girl i don't even bothere to keep talking,1
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,0
"    Yeah I saw it, it is indeed a great movie. Korean's best one remains Old Boy although!!",0
"K, I'll work something out",0
i keep getting a i am that mess up my pc,1
ok that  might be good,1
i got booted,1
are you  horny???,1
If he's assassinated I'm disowning America.,0
Then why no one talking to me,0
do you like my pic,1
i would love to walk along the beach with you  hand in hand ,1
what is your address,1
Anything lor... U decide...,0
hope its sexy,1
errrr...ok...,0
"Ok, be careful ! Don't text and drive !",0
like i say like what time,1
i can't i told u,1
mangosetene,0
if your pussy hurt alittle when i put it in is that ok,1
Yes :)it completely in out of form:)clark also utter waste.,0
  Yes  I like it better for some reason.,0
"The Wild Bunch is pretty cool.  Kids watching a scorpion sting itself to death, followed by an incredibly violent robbery/shoot-out in which half the towns-folk and half the robbers get shot.  By the end of the first scene, half the cast have already died!",0
Ya but it cant display internal subs so i gotta extract them,0
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",0
"Alright, I won't quote you anymore.  It doesn't seem like you have anything better to say other than insults anyway.",0
don't you want to be?,1
how tall are you,1
but you got to promis never ever never to tell nobody,1
but it kinda hurt a little,1
love to meet you  at the park sometimes any park,1
"I loved it, very scary, and Nicholson was brilliant in it.",0
 http://forums.myspace.com/t/3892030.aspx?fuseaction=forums.viewt hread try copy and paste...,0
She ran off with a younger man. we will make pretty babies together :),0
i wish i cud at least call u,1
no not yete,1
S:)but he had some luck.2 catches put down:),0
What makes you most happy?,0
if you  show them to me duh,1
i love you  and miss you  i hope to see you next week baby monday or tuesday ok love you baby,1
" i would love to be there for her, hold her, kiss her, please her",1
yeah i think so,1
ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,0
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,0
talkin to u,1
Oi when you gonna ring,0
are you  still will scared about sex with me,1
what are you gonna do then?,1
Was playng 9 doors game and gt racing on phone lol,0
" wow, goregous pic",1
laugh noone does that,1
 You're as much a conspiracy theorist as anybody else,0
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0
no but on cam,1
A bloo bloo bloo I'll miss the first bowl,0
Haha... They cant what... At the most tmr forfeit... haha so how?,0
where do you want me to cum,1
Do you still have the grinder?,0
I'm at home. Please call,0
amen! let's bring in an era where people think with their minds and not with their bleeding heart. let's strive for a time of tolerance and acceptance. i am so happy i'm almost crying. God bless America. wow.,0
"Fair enough, anything going on?",0
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0
you  we will see honey laugh,1
can you  dish from school one day baby,1
it woudl be kewl if we liked each othere if you can stay longeare to,1
what you doing?,1
"Aight yo, dats straight dogg",0
what do you mean?,1
your  parents strict huh?,1
but if you're by your self it's ok,1
"I'll text carlos and let you know, hang on",0
i wish i cud call u,1
When should I come over?,0
oh no bet you  taste so good,1
May i call You later Pls,0
Go where n buy? Juz buy when we get there lar.,0
i we will always talk to you,1
I hope to hear your voice later,1
 Jimmy Hoffa... :),0
 want to have some fun?,1
how far do you put it in your  mouth,1
don't do that my mom we will see u,1
not really but its not far,1
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,0
Da is good good player.why he is unsold.,0
        oops hold that thought a minute..... sorry,0
i will probably be wearing gray pants,1
" i want a yes or no answer, do you  want to sleep naked with me",1
how old are the guys?,1
maybe they drank too much coca cola?,0
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0
you  sure you  don't want to try anal sex right,1
Dad says hurry the hell up,0
she is got my digital camera at here job,1
  Source?,0
  A good question to Obama supporters and especially the black voters. Would you support Hillary Clinton if she was chosen to be the nominee by the superdelegates?,0
" wow, I like you",1
so we're not gonna hang out tonight?,1
don't do it too much,1
sorry my tluv,1
i would of,1
they'll fuck u,1
" do i get to take some naked pics of you, for just me",1
Having lunch:)you are not in online?why?,0
Great to hear you are settling well. So what's happenin wit ola?,0
let me take some of you,1
" yeah, but not just with anyone",1
a hook up,1
make you feel great,1
remember about that tyourn in *edited* that tyourns into my street,1
why don't we make oyour  cum the lemonade and you  my cake??,1
 So by exactly you mean spit then awesome.,0
juss don't like bein called a ho,1
whatever you want,1
just got in from washing the car,1
hey i got to log off for a bit,1
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0
" you, i have a few pics",1
Mm feeling sleepy. today itself i shall get that dear,0
have to hold on to me tight,1
  You are from Russia. I think I want to move there one day. Why live in a country that is changing from freedom to fascism. Why not live in a country where you know your place.,0
"lol yea, I guess im just used to type in english",0
You said to me before i went back to bed that you can't sleep for anything.,0
meet where? do what?,1
Well Henry Ford powered his first model T with hemp seed oil. Maybe our fucked up gov't could change the law about growing hemp.,0
yeah well i was also in town the beginning of this week too,1
i we will give you my number when you give me your  address,1
hun a drug addict doesn't have children for profit they end up pregnant because their ability to make good decisions is no longer functioning.,0
can i take off my clothe is for u,1
http://www.boxofficepsychics.com/2008/05/08/entertainment-weekly -cover-oliver-stones-movie-about-george-w-bush/   http://hollywoodinsider.ew.com/2008/03/george-w-bushs.html  Josh Brolin? What a trip.  Oh and Thandie Newton is playing Condaleeza.,0
do you like that?,1
up from the parking lot?,1
just wondering where your pics came from,1
"  ÃÂ  The 'problem' in this case would be that of Americans placing their asses across our border. We need to shut our border with the USA, and the rest of the world.",0
lean you  up against a tree and kiss you  for a long time,1
or remove them instead,1
yeah 818 to61 3035   I'm Eric,1
that is when you  bend over like a dog and i go behind,1
 you my look?,1
you  know what oral sex is,1
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",0
I'm very happy for you babe ! Woo hoo party on dude!,0
Wat's my dear doing? Sleeping ah?,0
 what?,0
Yawn.,0
When did dad get back.,0
"Gud gud..k, chikku tke care.. sleep well gud nyt",0
yeah i think i can find a blanket to bring with me,1
no this is differnet,1
I will come tomorrow di,0
"Personally? I think everything is based on personal merit.  I've come up against several men of power in my life who are inherently sexist, but I have never failed to get what I wanted because I never let them regard me in a lower way. I think if you have enough respect for yourself and a general air of confidence, you can get most things done.  This is probably because I grew up training horses with guys though. You can whine, bitch, and moan.  I think women are definitely at a disadvantage because there is a high percentage who rely on being cute to get their way... which can work to an extent, but not in a way which will earn you any kind of respect in the future. More likely a pat on the head and a send her on her way.",0
Dressed to Kill (or any DePalma).,0
Cold. Dont be sad dear,0
Eh den sat u book e kb liao huh...,0
i hear you,1
" so, you  never cum before",1
" so you  dot have a digital cam, or a webcam, or a cell with a cam on it?",1
you have any sexy pics,1
;) you will,1
Was doing my test earlier. I appreciate you. Will call you tomorrow.,0
"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",0
do you  know the address,1
"Sorry battery died, yeah I'm here",0
a girl did?,1
I live in florida and I have never even heard of it. That most likely is a bad sign.,0
" no, just a pic",1
"In the year that I was allowed to go there, I partied more then I did in High school. Kinda hard to do, but somehow it was achieved. School wan't too bad either.",0
  Check the adress line there is a break in the adress,0
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0
when are you going to give me directions on how to get there,1
have you  had a bf before?,1
Mine here like all fr china then so noisy.,0
yea i think i am going to bed soon,1
dream come true,1
" might give you  something to dream about, sleep tight",1
did you leave rt after school?,1
So that takes away some money worries,0
Sorry about that this is my mates phone and i didnt write it love Kate,0
" cool, so what's your  secret place?",1
would you want to do me,1
and hope we finish before your mom gets home,1
are you married,1
when is your Mom not there?,1
We live in the next  &lt;#&gt; mins,0
ok and i we will look it up too,1
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",0
or I was younger,1
how warm is it there,1
they should do a csi:maimi/pink panther crossover.,0
i wish you  were here,1
"That's cool he'll be here all night, lemme know when you're around",0
you a little horny?,1
you  get my im,1
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,0
would you to mine?,1
"  I see.  I stand corrected.  Now that little mystery is solved, let's get onto the second: ""Why was such a term used in this thread in response to my post?""",0
has any one ever showed you cam?,1
would you let me suck on them?,1
but you would do it?,1
By monday next week. Give me the full gist,0
Huh so fast... Dat means u havent finished painting?,0
"    Yeah, because having a person in office whose entire platform when he ran was maintain the Jim Crow laws is a great idea!",0
I need your  address if you like,1
so i can go get oyour  Mikes!,1
we will you be on later if i get done soon?,1
"   Obama is qualified. So is Palin. The difference? One has been treated like shit by the media, and the other hasn't.",0
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0
How many bf have you had so far?,1
i we will  dream about you  tonight!,1
i don't know where it would feel good,1
you will be holding on for dear life laugh,1
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0
no y would i do that,1
"so if we like each othere you  want to hang out sat too ((Yeah i we will  be free but I think you  we will  be busy,) )",1
i want you  too,1
 You're delusional.,0
 if you  love me and hold me i we will love you  forever and never hurt you  ever i like to make people happy and smile,1
I love you  and kiss you.,1
I want another Beavis and Butthead movie! I would have thought Mike Judge would have made one by now.,0
all the grand theft auto and some atv games,1
you  can show me all of them if you  want,1
Yup next stop.,0
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0
why are you scared,1
i don't know  what do you want to feel good,1
no its a honda accord,0
are you  parents strict?,1
There's no point hangin on to mr not right if he's not makin u happy,0
"It's fine, imma get a drink or somethin. Want me to come find you?",0
Ok... Ur typical reply...,0
 is your pussy hairy,1
Lol no. Just trying to make your day a little more interesting,0
good girl laugh,1
Holy living christ what is taking you so long,0
You still at the game?,0
think you would like that?,1
what size was his cock?,1
do you  want to see mine if not its ok,1
you gettin wet?,1
Haven't left yet so probably gonna be here til dinner,0
" we could be very alone(That statement ""very"" gave me a shudder)",1
"makeout and fuck,what else?? hehe",1
did you hit puberty yet? ,1
Yup song bro. No creative. Neva test quality. He said check review online.,0
Happy birthday... May u find ur prince charming soon n dun work too hard...,0
" I believe it is because the second movie is playing solely off of the first movie, which had Mulder. And everyone want Mulder, anyway. .... Cause he's smexy XD",0
do you  have a boyfriend? (I can honestly say no.),1
that made it sexieare laugh,1
you are not going to get in trouble,1
I accidentally deleted the message. Resend please.,0
once you do it you want to do it every day,1
"   The whole Kimbo character was fiction to begin with. He's been handled with the utmost of care since he made the switch to mma and became EliteXC's cash cow that appeals to the white, suburban gangster demographic. He was scheduled to fight the corpse of a light heavyweight that hasn't won a fight in close to 10 years. He instead got knocked out by a man that weighed 30 lbs less standing on one foot.  mma.tv has a .gif of Shaw screaming that Kimbo was being hit in the back of the head when Slice was already staring up at the lights. Truly, it has made my day  http://webpages.charter.net/gline/skala-kimbo_seth-juggo.gif",0
I'm aight. Wat's happening on your side.,0
Nobody can decide where to eat and dad wants Chinese,0
"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",0
hi i am sorry i missed u,1
    Haha that movie is so funny.,0
if you think you can handle it,1
"If i let you do this, i want you in the house by 8am.",0
what are you saying,1
Today am going to college so am not able to atten the class.,0
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0
just don't want to push you,1
taking you  out,1
i love that,1
grapefruit or grapes..:),0
so how do you  feel about sex?,1
can i call you?,1
so how big is your  chest,1
wish you  had a cam,1
how about you get in and we find a place,1
uhhh....Batman,0
WHAT TIME U WRKIN?,0
Did u got that persons story,0
"Probably not, I'm almost out of gas and I get some cash tomorrow",0
i will put honey lick em,1
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",0
Do you  play normally?,1
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0
Have you not finished work yet or something?,0
No no:)this is kallis home ground.amla home town is durban:),0
you'll get hit on by an older guy soon laugh,1
"hey, that's supposed to be a riddle! don't give it away      anyhow, you want some fun stuff, there's all kinds of stuff. you could make a tesla coil or vand de graff machine. Those are fun",0
Do you have more pics?,1
  Damn the world ends in 2012?Jeez I thought I would live atleast to 70 well better pack my bags to mars then ;),0
i'm ready to be your man,1
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0
but does she want to take that action,1
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0
i love you  mike,1
i need your  address so i can go c u,1
your house does it has like plants or something,1
It has the best movie ending ever :),0
LOL that would be awesome payback.,0
who is home with you  now,1
"  Hey, I was just about to respond to his post when I read your equally retarded-macho post. Anybody trying to be macho about waterboarding deserves it. You want me to call him out on it too? I didn't know I had to, or that calling him out had any significance to your own post.",0
"Oh, and you live in California. Lotta douchebags out there.",0
well if we did that i'd use a condom for it (How very manly of you.),1
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0
that we were having fun,1
Were gonna go get some tacos,0
  So you went out with an eastend nutter...LOL!,0
The Princess Bride.,0
so are you,1
Hey come online! Use msn... We are all there,0
  You lameo.,0
yeah i know,1
kinda hot ??,1
so how are you in the comp,1
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",0
Did u receive my msg?,0
you  want to come over,1
"Aight that'll work, thanks",0
" baby, pls be online i really want to talk to you  or just leave a messege on my i mail, i am just having problem right now. really sux, i need to talk to you",1
Ya that one is slow as poo,0
yes you  are to me,1
Book was kinda boring.,0
no i wish,1
you want me to slide that in your  pussy?,1
"The opening of saw one    ""what the fuck, where the fuck... who the fuck are you?""",0
Still in the area of the restaurant. Ill try to come back soon,0
let me come kiss you  sunday,1
"im not afraid to admit that I was a fan of slice. i said as soon as Shamrock weighed in at 206.5 that a lighter fighter would be the most dangerous scenario for an inexperienced gorilla like Kimbo. I never had any illusions about him. I thought that at best, he'd have a 10-4 or 12-6 record at 38. Slice has never even had an amateur career and he's going up against guys who've been doing it their entire lives. he was SUPPOSED to be fighting tomato cans. everybody demanded that he fight stiffer competition to justify the personna that Elite XC manufactured or magnified for him. i wasn't a supporter because I bought into that hype. the fight world and entertainment in general has always been plagued by that kind of hypocrisy. good fiction outsells reality in every genre.",0
so what would you rather be doing,1
hey sorry I had to go get my camera out of my truck,1
one of my faves....saw,0
"if we take a showere togethere at the hotel,",1
Love it! The girls at the office may wonder why you are smiling but sore...,0
"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",0
unless you  would want to do something else?,1
cool what you  have,1
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0
i am not spying,1
but you  we will become an incredible lady soon.,1
good keep it that way,1
"of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending",0
no i am not,1
i like sticky,1
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0
where you  want them,1
you're so young,1
you like those?,1
yeah that is deffinetly what is known for around here. i actually had a science teacher that had graduated from there ( he was like 26 or 27) and he loved it. good luck!,0
umm I can't until like 530 or 6,1
i had sex for the first time when i was 1to girls usually wait 1 or to more years the thing i knew is that when i wanted this very pretty girl we were girlfriend and boyfriend and i did it with here and i am so happy i did,1
what the old guy have you date,1
"Hey I am moving back to Socal this summer. I go to the University of Miami. Saw that you went to Ohio State. Cool. Well, get back to me when you can. Be safe in the rain. I miss Socal a lot !    Ramiro",0
:-( that's not v romantic!,0
"  So you will be eating the freedom fries? No, continental europe is not having any wars with europe, nor is UK, maybe just crazy UK expat mercenaries. But the limeys were always pirates. Considering that the US military has spent the last 60 years fighting 3rd world militaries, it would be interesting to see what happens when they invade Russia. I wouldn't, but I have been raised with stories from where we did it last time.",0
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
has a guy ever jacked  off in front of you,1
lol both hillary and obama speaking at aipac tomorrow and she wants to have a private sitdown meeting with him. haha...per andrea mitchell.,0
you  don't have a cam,1
you are so young.,1
when does your dad leave?,1
I place all ur points on e cultures module already.,0
i still will do,1
can you email me some?,1
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0
what do you want to do,1
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
Yes. Nigh you cant aha.,0
"Thanks for that nugget of brilliance Dujac. To expound and make a predictive statement on that, Chinese subsidies and such are due to drop significantly after the Olympics. So, you should probably see a quick jump up in oil during the Olympics, and then a drop that will continue as world demand stays low.",0
Going to take your babe out ?,0
Hey company elama po mudyadhu.,0
  Do tell.  I would simply say that I am tire of having my patriotism questioned in such a manner.,0
hi! can somebody pls give me any science fair idea for high school? Ppplllleeeeaaaassssseee!!!! I badly need it right now! thanks!,0
Ok lor then we go tog lor...,0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0
i see you  later baby if you  see you  go up to me and hug me and kiss me ok i am love you  baby,1
Ok. How many should i buy.,0
youhoo keeps kicking me off,1
did i make you  hot over the phone,1
EVENTUALY....YES,0
Horrible bf... I now v hungry...,0
what do you consideare wierd?,1
i will just wait we can get to know each other better ok,1
"Yeah I should be able to, I'll text you when I'm ready to meet up",0
but it we will hurt you,1
Hi kindly give us back our documents which we submitted for loan from STAPATI,0
how short are they?,1
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",0
   and what movies are those?,0
Ok k..sry i knw 2 siva..tats y i askd..,0
Aiyar sorry lor forgot 2 tell u...,0
Great fucking movie!! One of the best ever.,0
"    Its Quentin Tarrantino for God's sake! Since when are his films the norm? Besides that was out of his mouth, not a guess on anyone's part.",0
Do well :)all will for little time. Thing of good times ahead:,0
Speaking of does he have any cash yet?,0
just to let you  know i got 7 and a half,1
" hey pat,why did you stopped writing me?",0
i am not forcing you,1
  Heh. Fair enough.,0
" so, do you  have a camera to take any more pics?",1
i am looking at your  pics,1
have you every had sex yet,1
Pls accept me for one day. Or am begging you change the number.,0
i want to see you  tonight so ask whatever you  need to in ordeare to feel like friends and be comfortable (because  you  are ALL about the girl's comfort huh?),1
" so would you do that with me or not, sex I mean?",1
I'm at work. Please call,0
do you  enjoy just cuddling with a bf (when you have one),1
Yup Ì_ not comin :-(,0
meet you in corporation st outside gap Û_ you can see how my mind is working!,0
when was the last time you were home?,1
I can ask around but there's not a lot in terms of mids up here,0
but i still will love you,1
cyou later mebbe,1
"Jay told me already, will do",0
"it's definately dedicated to his ex and i'm sure he did posted.it's obvious that he's not ready for a new gf yet,so give him that time cuz all he needs right now is a good friend until he's ready to open his heart to someone else again.  i hope i answered your question...",0
don't let anybody see this ok,1
i do have a cam though,1
i have a pink thong,1
"I'll always remember the ending of ""Child's Play."" *shivers*",0
call me tonight if you want,1
" i have had several but i'm picky and i know what i like some girls cheated on me some had to move away to work in othere states so they just didnt' work out (So, you're idea of ""picky"" is picking a 13 year old?)",1
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0
hey do you  have a pic or anything?,1
" i have no clue,.wink, wink",1
i am single why,1
on hen night. Going with a swing,0
you  gonna hold on to me let me feel those breast against my back,1
hey are you  going to try my dick too baby,1
sure it counts,1
Yeah I don't see why not,0
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0
you develop a taste,1
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0
I sent you  &lt;#&gt;  bucks,0
At the funeral home with Audrey and dad,0
  So am I (at least I hope so...) but why the immunization process had to be so painful...,0
let me i am you  on my othere name,1
Lol no. U can trust me.,0
i need girl odeare then 18,1
"cause if you  can only fit two fingers , i will stretch you  some , and i don't want you  to be hurting",1
well i have to go sexy,1
can we go take a showere before making love,1
Text,label
I we will miss you,1
  It's amazing the lengths he goes through to prepare for a role..  ,0
  Lol sure does explain a lot!  (shameless bump),0
"Some friends want me to drive em someplace, probably take a while",0
Will purchase d stuff today and mail to you. Do you have a po box number?,0
you  know i never had a gf that was a redhead,1
   executive experience > nonexecutive experience.,0
"  You haven't been around politics long, son.Â  I'm a Ron Paul supporter and I say that's within the realm of possibility--all's fair in love, war, and politics, and that kind of thing's been done before.Â  Read history and learn something.",0
Hey whats up? U sleeping all morning?,0
do you have any breast?,1
"  The person said ""Finally,a teenager talking sense"" or something along those lines. I hate it when people in their early 20's talk like they were kids 100 years ago.  Tea sippin' bitch? Another English sterotype. How original.  LOL.",0
what you said,1
