text,labels
*rolls eyes*   Don't you have clits to save?,0
Hard core.  My teachers would've just made us spend recess with our heads on our desk.,0
LOLz...mine would have made us write essays then go do extra math :/,0
The youth must be shown how a police state works. That way they wont fight against it once its in full force.,0
^ That's it. You're getting searched for 5 bucks.,0
  ... Do you need a cookie?,0
It wouldn't surprise me if the polce enjoyed feeling up all them children. It was probably their wet dream come true.,0
Anyone else find it funny that this happened at a school named after Martin Luther King?,0
"Lolz Cash only, pls.",0
   I send cash through the US Postal System to secretly defy mailmen everywhere.,0
"The trick, see, is to wrap it up several times in white lined paper. And not include coins.",0
   I think somebody needs a hug.,0
  And a lesson in coding.,0
5 bucks is serious bizness.,0
"on ""why stealing is bad""",0
  these were obviously black students.,0
obviously,0
"  Did i say anyone was prejudiced? Did that word come out of my mouth? Hell the teachers were probably black too....  Anyway...the school is named Martin Luther King Elementary, its common knowledge that schools in black neighborhoods are almost universally named after black leaders.",0
"  You're right -- the students would benefit from learning about right from wrong. False accusations are wrong.Â  Accusations based on circumstance with no proof are wrong.Â  Taking the authority of law into your own hands is wrong.Â  You think they got those lessons?  Most schools have a policy regard handling of cash.Â  I'd guess it was a violation of the policy to keep the money (no matter how small the amount) in an unsecured location at the school.  It could have been another teacher, a janitor or any other adult to take the money -- it could have even been mistakenly mixed up with other papers or thrown out (have you ever seen a teacher's desk in the middle of the day?)  In the public climate that exists regarding 'touching' students these days Im amazed that any educator would even go there.",0
Did Pedobear partake in the seach?,0
 ,0
  That guy must really hate his ex wife.,0
Teacher must have been really hard up for her latte.,0
Probably if you stole 5 bucks worth of candy from Wal-Mart they would just make you pay out of pocket and not strip you down.,0
"  Wow.Â  Really you would just say, go ahead and violate my rights?Â  So if a cop pulls you over and ask you to let him search you car, will you let him?Â  Or a cop comes to your home and asks to search your home will you let him?Â  I mean he has no reason to and no warrant.Â  You would still let him because he is doing his job?  I would wait for the warrant.Â  Especially when I know I am innocent.Â  I am just in shock by your statement.Â  I cannot believe you do not value your rights.  Maybe you were joking.Â  Were you?",0
^ Nope.,0
"  I think it was Mitch Hedburg who said ""I like the UPS guy, cause he's a drug dealer and he doesn't even know it.""",0
"If I were the teacher, I would tell them I just created a MASSIVE project for them out of thin air. Anyone who tells me who took the money gets an automatic 100 and doesn't have to do it.",0
"Dood... WTF??!?! Â  This is another reason why, when I have kids, they will go to private schools.",0
"If my child deserves a black eye, a black eye my child should recieve.",0
"Not for every child, only for those who have worked hard for one.",0
"  There are exceptions to the 4th Amendment in relation to public schools. Read this:  Public Schools .--In New Jersey v. T.L.O.,  108 the Court set forth the principles governing searches by public school authorities. The Fourth Amendment applies to searches conducted by public school officials because ''school officials act as representatives of the State, not merely as surrogates for the parents.''  109 However, ''the school setting requires some easing of the restrictions to which searches by public authorities are ordinarily subject.''  110 Neither the warrant requirement nor the probable cause standard is appropriate, the Court ruled. Instead, a simple reasonableness standard governs all searches of students' persons and effects by school authorities.  111 A search must be reasonable at its inception, i.e., there must be ''reasonable grounds for suspecting that the search will turn up evidence that the student has violated or is violating either the law or the rules of the school.''  112 School searches must also be reasonably related in scope to the circumstances justifying the interference, and ''not excessively intrusive in light of the age and sex of the student and the nature of the infraction.''  113 In applying these rules, the Court upheld as reasonable the search of a student's purse to determine whether the student, accused of violating a school rule by smoking in the lavatory, possessed cigarettes. The search for cigarettes uncovered evidence of drug activity held admissible in a prosecution under the juvenile laws.     Click here for source",0
"  Hey (completely off topic sorry, but I'll come back to it later) howcome the U.S. has the most restrictions on what we can send through the mail? They have more restrictions than Iran and Syria combined (even with their ban on almost anything of Israeli origin).  Now back to the topic, our teachers would just have kept us behind after school untill the envelope and $5 reappeared on the desk.",0
What if it didn't reappear for weeks?,0
"  Where does it state that a parent needs to be present?Â  As stated earlier, this is just a way to prepare our children for a police state.Â  I do not like it.  We are teaching our children that if someone asks to search them they need to ask for us.Â  We are their parents, We will be present for anything the school thinks they have a right to do.Â  And if they don't have a warrant then they better get one.Â  Just because my child is enrolled in school does not mean we as a family give up our rights.Â Â  I wonder if this is why people choose to home school?Â   From what I read in th OP, that an envelope disappeared.Â  Since they had no clue what happened to it they decided to search all of the children.Â  That is wrong.Â  And once again where were the parents.",0
  HA HA HA HA!!!!,0
" Watched this movie 2 x's in 4 days liked it. In 1971 London, a car dealer and his gang of thieves break into a bank vault and find far more than cash and jewelry. Saffron Burrows plays a good role in this Action Crime drama Thriller. Based on a true story. One of the Largest heist in History. F.Y.I.- It came to the Cinemas on Friday, March 7th, 2008 not the 9th",0
"He's great. I loved him in War, which would have been an awesome movie if the ending wasn't such a fail.",0
  Nice to know there are others out there who like him too.,0
"  that new guy ritchie movie he was in ""revolver"" is soooooo good. sure again statham is a tough guy, but it sheds here in this movie. i used to say lock stock was his best role but revolver now is really his best work.",0
 Cool it's on the list for todays D.V.D.'s to find. It's on dvd right?,0
"yes ma'am and to be honest, it's a buy. you'll really love this movie since you're a statham fan",0
 Thanks!,0
"I watched Revolver last night... And it is really good. The critics that ripped on it and called it a mess are wrong. Sure, it's complicated and might confuse some, but so what. Personally, I loved it.",0
  if there was one thing i didn't like it was the very end when they were rolling the credits. i don't know if they have that commentary by doctors and specialists at the end in the dvd release but they did have it in the theatrical release and it annoyed me for some reason. i think it's because it just started to feel a little blow hardy and didn't allow me to think for myself you know? it felt like it was kinda laying things down for me.,0
Just watchedÃÂ ÃÂ  WAR  Jet LiÃÂ  andÃÂ  Jason Statham  One wants Justice. The other wants Revenge.,0
omg Revolver is all that!     ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ  ,0
" ingenious. I'm watching it again, there's so much to take in.",0
"  Yeah, it's there... Didn't bother me. Insert :shrug: smiley here, if we had one.  The only thing that bothered me about it was that I figured out the ending before it happened. Other than that, excellent.  Michelle seems to have liked it. :)",0
critics are lame. told you it was a good movie.,0
" Yes, I liked it. I also figured out ending. I almost watched Snatch first, but the two of you turned me on enough that I couldn't wait any longer. lol.",0
snatch is still a good movie. but yeah revolver really displayed what statham can do. and if you're going to compare the two movies i have to say it'll be hard going to watch snatch now.,0
 Just watched Snatch and yes it was hard on me. lol.ÃÂ I'll need to see it again.,0
I like Jason Statham as well.,0
 Don't you just love myspace.,0
Landan's answer to Steven Seagal. A slab of useless meat who wouldn't know what acting was if it tried to sell him jellied eels.,0
  Hahaha. It's not very exclusive when details are released on the internet where I found them.  Google search of Crank 2.,0
 Agreed,0
"In the Name of the King A Dungeon siege tale  Good movie!  Ray Liotta, Burt Reynolds, Leelee Sobieski, and many others.",0
"Not A very good actor, one trick pony, also he has that kind of ordinary persona Justin Timberlake has, like he should be working at McDonalds or somewhere simular, ...and my God those British criminal films are so unimaginative, boring, torpid and dull.",0
"  Maaan.. did you get out of the wrong side of the bed or something? Justin Timberlake is an international superstar.. but you think he is ordinary? I mean you don't have to like him .. but I think it is fair to say he is anything BUT regular, boring, torpid and dull. For you to say this I guess YOU must be doing something totally ""out of the ballpark"" -ish with your life?  ...And british gangster (or ""criminal movies as you call it) movies are very good.. waaay better than most US gansgter movies. Not all .. but most..  ... no offence.. just my 2 cents.. ;)",0
"Jason = Major hottie! I saw The Transporter about 50 times. And that accent, yeow!",0
" I want more details, Please.",0
 Thank you!,0
I think they are debating this in international news,0
What are they debating? How they can spin it?,0
  lol - maybe. If you're looking for a fight you should go to a karate class!,0
"I wasn't really, but in your case I might make an exception. Wrestling would be my choice ;)",0
"Sorry, I only wrestle with our sons and free fight females with same color belt.",0
Playing hard to get again now are we? I keep her ^^^^ intrigued. She actually loves us patriot types. She even said so.,0
Your ^^^ intelligence level is just way too over whelming. You must have put alot of thought into that.,0
  lol - ok I'm moving on and suggest you all do the same.,0
  For my flirting friend  http://forums.myspace.com/t/3814607.aspx?fuseaction=forums.viewt hread  Go NAVY!,0
"More more! You guys are killing me!  Man, this post went slap into the dumpster.",0
was Obama there in this funny Somali getup?,0
  boy what a hoot....did he indanger em?,0
"  No, but I think Osama was there. He just escaped by the seat of his pants. That boy is slick! He even slid off the FBI most wanted list.",0
"Fallon 'may lose job over Iran war'  Adm.William Fallon, the head of the US Central Command, may lose his jobfor opposing President Bush's plans to wage war against Iran. According to a new Esquirearticle by Thomas Barnett; Admiral Fallon may be prematurely 'relievedof his command' as soon as this summer to be replaced with a more'pliable' commander.  ""If that were to happen, it maywell mean that the president and vice-president intend to take militaryaction against Iran before the end of this year and don't want acommander standing in their way,"" says the article which will bepublished on March 12.  Admiral Fallon, who has beennamed as 'one of the best strategic thinkers in uniform today' byDefense Secretary Robert Gates, opposed the troops surge in Iraq andhas consistently battled with President George W. Bush to avertconfrontation with Iran.  The Navy admiral has vowed thatan attack on Iran would 'not happen on his watch', calling the WhiteHouse warmongering echelons 'not helpful'.  Washington and its allies are at loggerheads with the Islamic Republic over the country's nuclear standoff with the West.  TheBush administration accuses Iran of pursuing nuclear weaponry, whileTehran maintains its uranium enrichment will only provide fuel for thecountry's under-construction nuclear power plants.  PresidentBush insists the military option against Iran remains on the table,while his top military experts, including Admiral Fallon, urge theWhite House to choose a diplomatic approach towards Tehran.  In a Thursday White House press briefing, spokeswoman Dana Perino was asked about the Esquire piece and refused to confirm whether Fallon's position is secure until the end of his tenure.",0
"I guess he's too liberal for them, like Peter Pace, whose term - one of the shortest in history - as chairman of the joint chiefs, ended soon after he argued that evidence of Iranian military hardware in Iraq is not evidence of their state sanction, at least not at the highest levels. that apparently, didn't go over well at the neocon nerve center (pentagon).",0
"they don't like to be contradicted. that's been clear since day 1 and is probably why 9/11 happened as well...due to their stubborness and idiocy.  fallon may well be, as one of the articles below delves into, the only man standing between us and full out world war.   Bush to Replace Fallon on Route to Iran War? Outside the Beltway  Crushing the Ants: The Admiral and the Empire Atlantic Free Press  The Man Between War and Peace CASMII",0
"yawn. We're not invading Iran, nuts have been screaming we will sense 2003, it ain't going to happen.",0
  *since*,0
Listen to Esquire and Iranian websites!,0
geez luke,0
"  US Mideast chief Fallon in Baghdad: military AFP - 1 hour ago Admiral William Fallon ""is currently in Baghdad,"" a US military spokesman, Lieutenant Michael Street, told AFP. Fallon said Tuesday he is stepping down ...  AlJazeeraEnglishFallon didn't get it Los Angeles Times  Fallon falls: Iran should worry Asia Times Online  TIME -  Bloomberg  All 1,125 news articles »   Video: Fallon's resignation and the political fallout - 12 Mar 08",0
"In his statement, Fallon said: ""Recent press reports suggesting a disconnect between my views and the President's policy objectives have become distraction at a critical time and hamper efforts in the Centcom region.""  ""And although I don't believe there have ever been any differences about the objectives of our policy in the Central Command Area of Responsibility, the simple perception that there is makes it difficult for me to effectively serve America's interests there,"" he said.",0
"  it looks like the war forever neocon world takeover agenda is stalling. thank god. turn out the lights the US empire is going to fall sooner than expected. she's like a once beautiful, now frothing at the mouth. you don't want to shoot it but you don't want to see it staggering around, kicking and biting everybody. goodnight.",0
" An Admiral Takes on the White House By Gareth Porter Go to Original Washington - A new article on CENTCOM commander Adm. William Fallonconfirms that his public statements last fall ruling out war againstIran last fall were not coordinated with the White House and landed himin trouble more than once with President George W. Bush and VicePresident Dick Cheney. In anadmiring article on Fallon in Esquire, former Pentagon official ThomasP.M. Barnett writes that Fallon angered the White House by ""brazenlychallenging"" Bush on his aggressive threat of war against Tehran.Barnett also cites ""well-placed observers"" as saying Bush may soonreplace Fallon with a ""more pliable"" commander. Barnett's account, which quotes conversations with Fallon during theCENTCOM commander's trips to the Middle East, shows that Fallonprivately justified his statements contradicting the Bush policy ofkeeping the ""option"" of an unprovoked attack on Iran ""on the table"" asnecessary to calm the fears of Egypt and other friendly Arab regimes ofa US-Iran war. Barnett recalls thatwhen Fallon was in Cairo in November, the lead story in that day'sedition of the English-language daily Egyptian Gazette carried theheadline ""US Rules Out Strike against Iran"" over a picture of Fallonmeeting with President Hosni Mubarak. That story, published Nov. 19 and not picked up by any US news media,reported that Fallon had ""ruled out a possible strike against Iran andsaid Washington was mulling nonmilitary options instead."" Later that day, according to Barnett, Fallon told him during a coffeebreak in a military meeting, ""I'm in hot water again,"" and thenconfirmed that his problems were directly with the White House. That was the second time in less than a week and the third time inseven weeks that Fallon had publicly declared that there would be nowar against Iran. In an interview with Al-Jazeera television inSeptember, which Fallon himself had requested, according to a source atAl-Jazeera, he had said, ""This constant drum beat of conflict is whatstrikes me which is not helpful and not useful."" And only a week before the trip to Egypt, in an interview withFinancial Times, Fallon had said, a military strike was not ""in theoffing,"" adding, ""Another war is just not where we want to go."" These statements represented an extraordinary exercise of power by acombat commander, because it contradicted a central feature of theBush-Cheney strategy on Iran. High-ranking Bush administrationofficials had been routinely repeating the administration's line thatno option had been taken ""off the table"" since early 2005. At an Oct. 17 news conference, Bush said he had ""told people that ifyou're interested in avoiding World War III, it seems like you ought tobe interested in preventing them from having the knowledge necessary tomake a nuclear weapon."" Fallon'spublic statements explicitly ruling out an attack on Iran thusundermined the Bush administration's threat against Iran. The willingness of the top commander in the Middle East to take themilitary option ""off the table"" was in part a reflection of thedetermination of uniformed military leaders to prevent what theyregarded as a disastrous course. Thenew chairman of the Joint Chiefs of Staff, Adm. Mike Mullen, whoreplaced Gen. Peter Pace in June, was even more candid about hisopposition to the use of force against Iran than Pace had been,according to a Congressional staffer who had participated in privatemeetings with both. Pace declared publicly in late October, ""We have tobe mindful of the risks that would [be spawned] by engaging in a thirdconflict"" in the region. Mullen added, however, that military options ""cannot be taken off the table."" But Fallon, as the commander responsible for the entire Middle East,was concerned about more than the consequences of actually exercisingthe military option. He was prompted to enunciate a ""no-war"" line onIran by the panicky reactions of Arab states to what they thought wereindications of the warlike intentions of Bush administration. In the latter half of 2007 friendly Arab regimes were upset by thepossibility of a US-Iran war, which they feared would destabilize theentire region. Fallon is quoted as telling Barnett, ""[I]t's all anyonewants to talk about right now. People here hear what I'm saying andunderstand. I don't want to get them too spun up."" Fallon told Barnett that his ruling out of military action against Iranwas necessary to calm the very regimes the Bush administration washoping to enlist to support its anti-Iran line. ""Washington interpretsthis as all aimed at them,"" Fallon said in Cairo, according to Barnett.""Instead, it's aimed at governments and media in this region. I'm nottalking about the White House."" Fallon was arguing, in effect, that it makes no sense to make thepossibility of an unprovoked attack part of your declaratory policy ifmerely induces confusion and panic among friendly governments withoutinfluencing the target of the threat. Barnett quotes Fallon as complaining that ""they"" - meaning White Houseofficials - were asking him, ""Why are you even meeting with Mubarak?""But Fallon strongly defended the diplomatic role he was playing inrelations with Mubarak and other Middle Eastern leaders. ""This is mycenter of gravity,"" Fallon told him. ""This is my job."" Fallon's sensitivity to the political-diplomatic consequences of adeclaratory policy that explicitly keeps open the threat of anaggressive war as a potential option set him apart not only from theWhite House but from the consensus among national security specialistsin both parties. In early 2007, all three of the top three Democraticcontenders for the presidential nomination publicly declared theirsupport for keeping ""all options on the table."" Fallon is not the first CENTCOM commander to rein in aggressive WhiteHouse policy toward the Middle East. In late 1997, according to DanaPriest's book, The Mission, the Bill Clinton White House wanted CENTCOMcommander Gen. Anthony Zinni to order his pilots to provoke a militaryconfrontation with Iraq in the no-fly zone by deliberately drawing firefrom Iraqi planes. The request forsuch a provocation was conveyed to Zinni by the vice chairman of theJoint Chiefs of Staff Gen. Joseph Ralston. But Zinni, who believed thatit could lead to an unwanted war with Iraq, insisted that a formalrequest from the White House would have to be sent, and the plan wasdropped. The unhappiness of the Bushadministration with Fallon's role as well as the unflattering pictureof administration policy revealed by the article was evident Thursdayfrom the failure of either the White House or the Pentagon to issue theusual reassuring statements in response to the article. The White House declined to comment, although, according to theWashington Post's Thomas Ricks, the article ""was being discussedthere."" The Pentagon spokesman, Geoff Morrell, said Secretary ofDefense Robert M. Gates ""has read the profile on Admiral Fallon butchooses not to comment on it or other press accounts.""",0
"It's the ""Oh Shit!"" Moment on Iran  by  Dave Lindorff | March 12, 2008 - 8:18am  Everyhorrormovie has that ""Oh Shit!"" moment, when the hero or heroes arehuddled insome creepy hideout, and suddenly something happens thattells you thatthe monster is just around the corner, or just about toattack. In""Jurassic Park"" it was the pulsing ripples in a cup ofwater, heraldingthe arrival of a T-Rex. In ""Jaws"" it was the deep bassmusic, lettingyou know that a monstrous shark was about to attack. Well,we justgot our ""Oh Shit!"" moment with the just-announced resignationof AdmiralWilliam J. Fallon, the military commander of US Middle Eastoperations. Adm.Fallon, 63, famously said that an attack onIran would not happen ""on mywatch,"" and is widely believed to havealready threatened, along with anumber of other top generals andadmirals, to quit the service if theBush administration were to launchan air attack on Iran. Put thepieces together. We know that thevice president is obsessed with adesire to attack Iran, and has beensince before he even took office.Bush has repeatedly stressed thatIran cannot be permitted to continuewith its nuclear processing (hecalls it their ""nukular"" bomb program,though there is no evidence thatthe country has a nuclear bombdevelopment program, and in fact thelast National Intelligence Estimateon Iran said there was not andhadn't been since 2003). And Fallon hasnow quit. The Eisenhowernuclear aircraft carrier strike forcehas departed for stationing offIran, joining forces already in placethere, and loaded to the brimwith strike aircraft, Tomahawk missiles,and even nuclear weapons. Itwas long ago reported that stealth bombershad been put in place income of the countries of the old Soviet Unionnorth of Iran, as well ason the island of Diego Garcia in the IndianOcean. All theelements, that is to say, are in place for amassive air assault onIranian targets, designed to destroy its nuclearprogram, cripple itsmilitary command and control, and--at least this isa stated Cheneygoal--to lead to the overthrow of the Iranian governmentby its ownpeople. It is, of course, the strategy of madmen. TheUShas no forces to send into Iran. All they can do is bomb it.Andbombing a country doesn't lead its people to rise up. It leads themtorally 'round the flag. Especially when the civilian casualties ofournot-so-""smart"" bombs start to soar. If such an attack weretohappen, we can kiss goodbye to six years of domestic peace, suchaswe've had. The Iranians have considerable capability to inflictdamageon US targets of interest, both overseas and here in the domesticUSusing assymetrical warfare techniques. The worse part is, they'dbecompletely justified in doing so, since any attack on them would beacrime against peace--the gravest of all international crimes. Americantroopsalready mired and pinned down in a war in Iraq, would findthemselvessuddenly under attack by Shia forces there, who for severalyears nowhave been largely leaving them alone. And oil, whichjust bumpedup against $110 a barrel, an all-time record, will doublein priceovernight, as the whole Persian Gulf becomes a war zone. Wecanexpect massive launches of small boats armed with missilesandtorpedoes, as well as sophisticated anti-ship missiles fromshorebatteries, all fired at US ships in the Gulf, and it wouldbeastounding if some or even many vessels of the US fleet weren't sunk. Meanwhile,tankertraffic in the Gulf, which accounts for 20% or more of theworld's oil,will cease as insurance rates for those vessels goesthrough the roof. Themonster of war will be unleashed, and willnot easily be defeated.That's why Adm. Fallon was so opposed to thewhole idea. He knows thatit will be a disaster for the US militarily,economically andpolitically. The worst part is that Cheneyknows this, too. Hejust doesn't care. This is the man's parting shotas he leavesoffice--to put the country into the throes of a war sovicious that noone will think of pursuing him for his long list ofcrimes against thenation and the Constitution. He isguessing--and he may beright--that the American public will,sheep-like as always, rally to thecause, with a new round of yellowmagnet ""ribbons"" on their cars. He ishoping--and he may be right--thatwar will be a boon for the candidacyof Republican John McCain and forembattled Republicans running forCongress. It's a kind of political Hail Mary.  Source",0
So what if we are sweaty when we get to the office! Tell your boss to install a shower in the rest room! We wouldn't get sick very often because we would be healthier and we would perform better at work because our minds would be sharper.  Something has got to be done about this gasoline business!  Any other suggestions on how to avoid paying for gas as much?,0
Well Henry Ford powered his first model T with hemp seed oil. Maybe our fucked up gov't could change the law about growing hemp.,0
"  Didn't know much about hemp, so I looked it up. Seems like we should allow it here!  Hemp (from Old English hÃ¦nep, see cannabis (etymology)) is the common name for plants of the entire family of Cannabis, although the term is often used to refer only to Cannabis strains cultivated for industrial (non-drug) use. Hemp is cultivated virtually everywhere in the world except for the United States, and its cultivation in western countries is growing steadily. For example, Canadian Hempseed exports surged 300% last year[citation needed]. China, and other eastern countries, never prohibited its cultivation and use it extensively.  Industrial hemp has thousands of potential uses, from paper to textiles to biodegradable plastics to health food to fuel but it has not been the great commercial success that the enthusiast hoped for in countries where it is legal to harvest. It is one of the fastest growing biomasses on the planet, and one of the earliest domesticated plants known. It also runs parallel with the ""Green Future"" objectives that are becoming increasingly popular. Hemp requires little to no pesticides, replenishes soil with nutrients and nitrogen, controls erosion of the topsoil, and produces lots of oxygen, considering how fast it grows. Furthermore, Hemp could be used to replace many potentially harmful products, such as tree paper (the process of which uses bleaches and other toxic chemicals, apart from contributing to deforestation), cosmetics (which often contain synthetic oils that can clog pores and provide little nutritional content for the skin), plastics (which are petroleum based and cannot decompose), and more.",0
"    The first American Flag was sown of hemp, and the original draft of the Constitution was written on Hemp paper.",0
Not me. It's 17 miles to work... one way. 17 miles back all up hill. I ave to get up at 4:30am. No way do I want a sore ass and more lack of sleep.,0
"Actually, I gotta big dog. I can just slap a couple of commercial liscense plates on him and ride him to work. Don't think I haven't been considering it either. And how the hell do you explain the fact that Diesel fuel is the most expensive out of them all??? It's the most unrefined fuel on the market. It's junk fuel and it used to be a little more expensive than dirt! Now it's like gold! WTF???",0
"Bringing back mass transit would be ideal. Filling up the average Semi costs $600.00, why not put that money back on the rails? It would take a long time to update the country, decades most likely, but the end result could/would be fantastic.",0
"I take the subway to work, it's great!",0
"Kind of hard to ride a bike to work in California most people have to drive 20 to 60 miles one way to work. If you live in downtown NY, Chicago, Seatle or San Fransisco its possible but not most of the country",0
"  That sounds right. In the orginal 13 colonies if you had a farm or plantation, it was illegal to not grow hemp. But this gov't we have today does everything just the opposite of the founding fathers who's principles & ideals made this country great. Look what these clowns are doing to it. I say we oust the bumbs Via that other great document called the Declaration of Independence.",0
"I always laughed at that suggestion when i was living in Missouri. I am NOT riding my bicycle 45 miles to work down a rural windy highway. People forget places still exist where you must go at least 30 miles to find a job. There was no town, just a stop sign on the pavement.",0
"Its the end of the world as we know it.There will be parents running for their children, extreme tornadoes, volcanoes erupting unasully fast, and frecuntly. There will be airplanes droping bombs becuase there will be a world war 3. There will be people aiming guns at each other threatening to kill, some people will atempt suicide, others will despretly build a basement which will not work due to floods, lava, and maybe even people coming and killing them.And i know, noone wants to die including me, but its got to come one day, we cant live for 200 years, we cant live again, this is our only lifes we have.The only lives we know , and the only lifes we will live.We can never go back to being a kid, we can, but it is the same life over and over again in our heads.We cant change the past, or the future.Its got to happen.We cant say, ""No it cant end because its too early, its got to happen more in the future.""Problem with that is that this is the future.People dont understand.Its gonna happen in our lifes.I dont know how its gonna feel, but i know that after it, the pain will be gone, and we are gonna be in the place we read about every day. Either hell, or hevan.Its gonna happen right here, right now.This is the end of the world as we know it, this is 2012...",0
"well i've heard of the aztecs predicting the end of the world in 2012  also the mayans  and scientists say that the world switches its magnetic polarity every 10,000 years, and its due to happen around that time, which could cause massive movements on the ocean floor (tsunamis incurring), the magma below the crust would get frigged up (volcanoes erupting) ... last time it happened, supposedly the ice age ended  the Bible says the last ruler before the rapture will rule for seven years. Benedict XVI was declared Pope in 2005.... 2005 + 7 = 2012.... and he's old as it is (by the way, I'm baptist, not catholic)  but then again, Revelation says no one will know when it's happening",0
  Damn the world ends in 2012?Jeez I thought I would live atleast to 70 well better pack my bags to mars then ;),0
"I think the bullet people seem to miss is...  yes, the world will end around 2010  but only the horrid, political, bastardized world.  out of who's ashes will rise a new world or tolerance  and general betterment of all living beings  that's how I see it happening   c",0
Next Q: Do you see it happening already?  Does polar shift explain all those SUDDEN changes happening in your life already?  wow me.  c,0
"   as you said, the end of the world AS WE KNOW IT isn't that just great? I'm a make sure I'm in an area without many people and with lots of edible vegetation...  can't wait !!",0
"by the way Gio, the scene you're writing about could well be happening in countries like the U.S. where everything is turning to shit already...watch out dude, get the hell outa there...as for europe, get the hell outa there too... no offence, if you don't want fear or violence, get the hell outa there, go bush or something",0
"The funny things about possibilities is that they are endless. The world may very well end today, or tomorrow. Or maybe we will have world peace and live on for hundreds of more years. It's hard to say, so calm down and just live your life and what happens, happens.",0
   There's enough nutcases in this world. Quit acting like one.,0
"The world was also supposed to end in I think 1867. And 1992. And at other very specific dates. It never happened. I'm sure the world will end some day, but when you say it will occur at such and such date by such and such means, you sound like you need to be put away, for a very long time.",0
   also in 1842 i read recently...usually it's religious stuff. i wouldn't mind if things would suddenly change and human civilization ceases to exist for a while.,0
"human does no good to the world, it is not bad to have mankind eliminated  btw, i dont think 2012 is the doom",0
bullshit,0
the world's gonna end a year after I graduate from high school then. real fucking nice.,0
" not bad, you will fully enjoy your school days and no need to face the hell society",0
